index,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,p_value,bonferonni_corrected_p_value,phenotype
GO:0000075,"ENSG00000143106,ENSG00000185627,ENSG00000108294,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,PSMB3,PSME1,PSMD4,ANAPC11",biological_process,cell cycle checkpoint,35,6,147,0.21345353608,26.0413314017,MN
GO:0051439,"ENSG00000143106,ENSG00000185627,ENSG00000108294,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,PSMB3,PSME1,PSMD4,ANAPC11",biological_process,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,36,6,90,0.235347252482,28.7123648028,MN
GO:0031145,"ENSG00000143106,ENSG00000185627,ENSG00000108294,ENSG00000092010,ENSG00000159352,ENSG00000141552","PSMA5,PSMD13,PSMB3,PSME1,PSMD4,ANAPC11",biological_process,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process,36,6,95,0.235347252482,28.7123648028,MN
GO:0007264,"ENSG00000138069,ENSG00000213465,ENSG00000138757","RAB1A,ARL2,G3BP2",biological_process,small GTPase mediated signal transduction,18,3,373,0.240738685415,29.3701196207,MN
GO:0006521,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,regulation of cellular amino acid metabolic process,31,5,66,0.264302876848,32.2449509754,MN
GO:0006508,"ENSG00000166562,ENSG00000255439,ENSG00000138468,ENSG00000144744","SEC11C,RP11-196G11.1,SENP7,UBA3",biological_process,proteolysis,25,4,537,0.269911100487,32.9291542594,MN
GO:0006184,"ENSG00000138069,ENSG00000213465,ENSG00000100664","RAB1A,ARL2,EIF5",biological_process,GTP catabolic process,19,3,269,0.273721504487,33.3940235474,MN
GO:0007399,"ENSG00000073584,ENSG00000077279,ENSG00000136261","SMARCE1,DCX,BZW2",biological_process,nervous system development,19,3,334,0.273721504487,33.3940235474,MN
GO:0008285,"ENSG00000145147,ENSG00000180228,ENSG00000134982","SLIT2,PRKRA,APC",biological_process,negative regulation of cell proliferation,19,3,409,0.273721504487,33.3940235474,MN
GO:0042590,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class I,33,5,142,0.316183634874,38.5744034546,MN
GO:0000216,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,M/G1 transition of mitotic cell cycle,33,5,93,0.316183634874,38.5744034546,MN
GO:0002479,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",33,5,138,0.316183634874,38.5744034546,MN
GO:0002474,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,antigen processing and presentation of peptide antigen via MHC class I,34,5,164,0.342717045754,41.811479582,MN
GO:0006977,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",34,5,82,0.342717045754,41.811479582,MN
GO:0055085,"ENSG00000153253,ENSG00000142875,ENSG00000033627,ENSG00000134294","SCN3A,PRKACB,ATP6V0A1,SLC38A2",biological_process,transmembrane transport,28,4,723,0.358118664858,43.6904771127,MN
GO:0000084,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,S phase of mitotic cell cycle,35,5,131,0.36946122017,45.0742688608,MN
GO:0000082,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,G1/S transition of mitotic cell cycle,36,5,169,0.396284013707,48.3466496723,MN
GO:0034641,"ENSG00000108294,ENSG00000092010,ENSG00000143106,ENSG00000185627,ENSG00000159352","PSMB3,PSME1,PSMA5,PSMD13,PSMD4",biological_process,cellular nitrogen compound metabolic process,36,5,214,0.396284013707,48.3466496723,MN
GO:0006886,"ENSG00000126214,ENSG00000138069,ENSG00000164885,ENSG00000213465","KLC1,RAB1A,CDK5,ARL2",biological_process,intracellular protein transport,30,4,342,0.417686115408,50.9577060797,MN
GO:0019048,"ENSG00000108294,ENSG00000160752,ENSG00000126214,ENSG00000165119,ENSG00000156976,ENSG00000135316,ENSG00000154582","PSMB3,FDPS,KLC1,HNRNPK,EIF4A2,SYNCRIP,TCEB1",biological_process,virus-host interaction,54,7,370,0.497375251068,60.6797806303,MN
GO:0006412,"ENSG00000166562,ENSG00000178982,ENSG00000243147,ENSG00000134056,ENSG00000172590,ENSG00000048544,ENSG00000175581,ENSG00000243927,ENSG00000136522,ENSG00000163319,ENSG00000136628,ENSG00000118705,ENSG00000070785,ENSG00000156976,ENSG00000170889,ENSG00000100664,ENSG00000082515","SEC11C,EIF3K,MRPL33,MRPS36,MRPL52,MRPS10,MRPL48,MRPS6,MRPL47,MRPS18C,EPRS,RPN2,EIF2B3,EIF4A2,RPS9,EIF5,MRPL22",biological_process,translation,129,17,310,0.556755783135,67.9242055425,MN
GO:0006120,"ENSG00000160194,ENSG00000158864,ENSG00000115286","NDUFV3,NDUFS2,NDUFS7",biological_process,"mitochondrial electron transport, NADH to ubiquinone",28,3,55,0.570064412155,69.5478582829,MN
GO:0006457,"ENSG00000153015,ENSG00000168259,ENSG00000126756,ENSG00000205981","CWC27,DNAJC7,UXT,DNAJC19",biological_process,protein folding,36,4,210,0.586488434155,71.5515889669,MN
GO:0016070,"ENSG00000164924,ENSG00000143106,ENSG00000185627,ENSG00000204392,ENSG00000125351,ENSG00000088930,ENSG00000108294,ENSG00000092010,ENSG00000100320,ENSG00000159352,ENSG00000138668,ENSG00000156976,ENSG00000110367,ENSG00000170889,ENSG00000100664,ENSG00000136261","YWHAZ,PSMA5,PSMD13,LSM2,UPF3B,XRN2,PSMB3,PSME1,RBFOX2,PSMD4,HNRNPD,EIF4A2,DDX6,RPS9,EIF5,BZW2",biological_process,RNA metabolic process,131,16,324,0.68365056203,83.4053685677,MN
GO:0015031,"ENSG00000138069,ENSG00000149196,ENSG00000213465","RAB1A,C11orf73,ARL2",biological_process,protein transport,35,3,517,0.7472892727,91.1692912693,MN
GO:0016071,"ENSG00000164924,ENSG00000143106,ENSG00000185627,ENSG00000204392,ENSG00000197111,ENSG00000108294,ENSG00000092010,ENSG00000156976,ENSG00000159352,ENSG00000138668,ENSG00000110367,ENSG00000170889,ENSG00000125351","YWHAZ,PSMA5,PSMD13,LSM2,PCBP2,PSMB3,PSME1,EIF4A2,PSMD4,HNRNPD,DDX6,RPS9,UPF3B",biological_process,mRNA metabolic process,119,13,282,0.807834487292,98.5558074497,MN
GO:0022904,"ENSG00000178741,ENSG00000165629,ENSG00000158864,ENSG00000160194,ENSG00000115286","COX5A,ATP5C1,NDUFS2,NDUFV3,NDUFS7",biological_process,respiratory electron transport chain,57,5,113,0.83419960051,101.772351262,MN
GO:0044267,"ENSG00000166562,ENSG00000178982,ENSG00000205981,ENSG00000167397,ENSG00000150779,ENSG00000156976,ENSG00000118705,ENSG00000070785,ENSG00000170889,ENSG00000100664","SEC11C,EIF3K,DNAJC19,VKORC1,TIMM8B,EIF4A2,RPN2,EIF2B3,RPS9,EIF5",biological_process,cellular protein metabolic process,122,10,438,0.968402573019,118.145113908,MN
GO:0006413,"ENSG00000178982,ENSG00000122033,ENSG00000156976,ENSG00000070785,ENSG00000170889,ENSG00000100664","EIF3K,MTIF3,EIF4A2,EIF2B3,RPS9,EIF5",biological_process,translational initiation,88,6,155,0.974178461342,118.849772284,MN
GO:0016032,"ENSG00000143106,ENSG00000185627,ENSG00000047315,ENSG00000168002,ENSG00000108294,ENSG00000092010,ENSG00000154582,ENSG00000159352,ENSG00000101654,ENSG00000170889","PSMA5,PSMD13,POLR2B,POLR2G,PSMB3,PSME1,TCEB1,PSMD4,RNMT,RPS9",biological_process,viral reproduction,133,10,392,0.986978744201,120.411406792,MN
GO:0006614,"ENSG00000166562,ENSG00000170889,ENSG00000118705","SEC11C,RPS9,RPN2",biological_process,SRP-dependent cotranslational protein targeting to membrane,82,3,126,0.998265661377,121.788410688,MN
GO:0006355,"ENSG00000169554,ENSG00000179950,ENSG00000237765,ENSG00000134480,ENSG00000085224,ENSG00000147862,ENSG00000180964,ENSG00000163320,ENSG00000108278,ENSG00000145687,ENSG00000112983,ENSG00000119725,ENSG00000064995,ENSG00000009307,ENSG00000075292,ENSG00000147140,ENSG00000084072,ENSG00000187778,ENSG00000071243,ENSG00000151725,ENSG00000060339,ENSG00000102103,ENSG00000163660,ENSG00000138668,ENSG00000249773,ENSG00000100644,ENSG00000254004,ENSG00000164649,ENSG00000132485,ENSG00000010244,ENSG00000082153,ENSG00000112237,ENSG00000152455,ENSG00000148516,ENSG00000115966,ENSG00000181315,ENSG00000142856,ENSG00000066427,ENSG00000167635,ENSG00000108590,ENSG00000188529,ENSG00000035928,ENSG00000135164,ENSG00000005801,ENSG00000163832,ENSG00000168214,ENSG00000171634,ENSG00000163875,ENSG00000123636,ENSG00000171735","ZEB2,PUF60,FAM200B,CCNH,ATRX,NFIB,TCEAL8,CGGBP1,ZNHIT3,SSBP2,BRD8,ZNF410,TAF11,CSDE1,ZNF638,NONO,PPIE,MCRS1,ING3,MLF1IP,CCAR1,PQBP1,CCNL1,HNRNPD,MRPS17,HIF1A,ZNF260,CDCA7L,ZRANB2,ZNF207,BZW1,CCNC,SUV39H2,ZEB1,ATF2,ZNF322,ITGB3BP,ATXN3,ZNF146,MED31,SRSF10,RFC1,DMTF1,ZNF195,ELP6,RBPJ,BPTF,MEAF6,BAZ2B,CAMTA1",biological_process,"regulation of transcription, DNA-dependent",133,50,2106,5.43716159414e-11,1.31579310578e-08,NPC
GO:0006351,"ENSG00000169554,ENSG00000123562,ENSG00000162664,ENSG00000079134,ENSG00000147862,ENSG00000180964,ENSG00000163320,ENSG00000062194,ENSG00000258289,ENSG00000119725,ENSG00000075292,ENSG00000147140,ENSG00000134480,ENSG00000187778,ENSG00000071243,ENSG00000178053,ENSG00000151725,ENSG00000213523,ENSG00000156256,ENSG00000060339,ENSG00000102103,ENSG00000163660,ENSG00000138668,ENSG00000130816,ENSG00000171720,ENSG00000063978,ENSG00000100644,ENSG00000254004,ENSG00000181315,ENSG00000164649,ENSG00000082153,ENSG00000141027,ENSG00000112237,ENSG00000205937,ENSG00000148516,ENSG00000085274,ENSG00000029363,ENSG00000142856,ENSG00000152455,ENSG00000078403,ENSG00000066427,ENSG00000174744,ENSG00000123636,ENSG00000015153,ENSG00000005483,ENSG00000179950,ENSG00000035928,ENSG00000135164,ENSG00000005801,ENSG00000163832,ENSG00000171634,ENSG00000064490,ENSG00000163875,ENSG00000140262,ENSG00000095787,ENSG00000171735","ZEB2,MORF4L2,ZNF326,THOC1,NFIB,TCEAL8,CGGBP1,GPBP1,CHURC1,ZNF410,ZNF638,NONO,CCNH,MCRS1,ING3,MLF1,MLF1IP,SRA1,USP16,CCAR1,PQBP1,CCNL1,HNRNPD,DNMT1,HDAC3,RNF4,HIF1A,ZNF260,ZNF322,CDCA7L,BZW1,NCOR1,CCNC,RNPS1,ZEB1,MYNN,BCLAF1,ITGB3BP,SUV39H2,MLLT10,ATXN3,BRMS1,BAZ2B,YAF2,KMT2E,PUF60,RFC1,DMTF1,ZNF195,ELP6,BPTF,RFXANK,MEAF6,TCF12,WAC,CAMTA1",biological_process,"transcription, DNA-dependent",183,56,2018,3.62437822224e-08,8.77099529781e-06,NPC
GO:0015031,"ENSG00000138674,ENSG00000114346,ENSG00000069329,ENSG00000111581,ENSG00000111237,ENSG00000132780,ENSG00000155366,ENSG00000185236,ENSG00000163002,ENSG00000143622,ENSG00000168172,ENSG00000177879,ENSG00000117724,ENSG00000116266,ENSG00000092108,ENSG00000198301,ENSG00000042753,ENSG00000108559,ENSG00000105669,ENSG00000198818,ENSG00000180398,ENSG00000162627,ENSG00000126777,ENSG00000115561,ENSG00000249884,ENSG00000168461,ENSG00000115446,ENSG00000108587","SEC31A,ECT2,VPS35,NUP107,VPS29,NASP,RHOC,RAB11B,NUP35,RIT1,HOOK3,AP3S1,CENPF,STXBP3,SCFD1,SDAD1,AP2S1,NUP88,COPE,SFT2D1,MCFD2,SNX7,KTN1,CHMP3,RNF103-CHMP3,RAB31,UNC50,GOSR1",biological_process,protein transport,69,28,517,8.13071206447e-08,1.9676323196e-05,NPC
GO:0042384,"ENSG00000155755,ENSG00000135541,ENSG00000078674,ENSG00000160050,ENSG00000173226,ENSG00000133393,ENSG00000214413,ENSG00000100211","TMEM237,AHI1,PCM1,CCDC28B,IQCB1,FOPNL,BBIP1,CBY1",biological_process,cilium assembly,10,8,71,4.01477049338e-07,9.71574459398e-05,NPC
GO:0007067,"ENSG00000142945,ENSG00000204843,ENSG00000111665,ENSG00000163808,ENSG00000110200,ENSG00000169689,ENSG00000088325,ENSG00000113712,ENSG00000156256,ENSG00000128989,ENSG00000141367,ENSG00000100749,ENSG00000122545,ENSG00000147601,ENSG00000175203,ENSG00000182628,ENSG00000165416,ENSG00000139350,ENSG00000166295,ENSG00000156831,ENSG00000167614,ENSG00000141552,ENSG00000101773,ENSG00000165480","KIF2C,DCTN1,CDCA3,KIF15,ANAPC15,STRA13,TPX2,CSNK1A1,USP16,ARPP19,CLTC,VRK1,SEPT7,TERF1,DCTN2,SKA2,SUGT1,NEDD1,ANAPC16,NSMCE2,TTYH1,ANAPC11,RBBP8,SKA3",biological_process,mitosis,59,24,204,5.34381964272e-07,0.000129320435354,NPC
GO:0006306,"ENSG00000005483,ENSG00000085224,ENSG00000181090,ENSG00000130816,ENSG00000087460,ENSG00000066651","KMT2E,ATRX,EHMT1,DNMT1,GNAS,TRMT11",biological_process,DNA methylation,7,6,28,1.99709828247e-06,0.000483297784357,NPC
GO:0007166,"ENSG00000113712,ENSG00000116678,ENSG00000149294,ENSG00000112983,ENSG00000126457,ENSG00000085063,ENSG00000115446","CSNK1A1,LEPR,NCAM1,BRD8,PRMT1,CD59,UNC50",biological_process,cell surface receptor signaling pathway,9,7,254,2.3727536491e-06,0.000574206383082,NPC
GO:0006281,"ENSG00000151657,ENSG00000123562,ENSG00000134480,ENSG00000149554,ENSG00000085224,ENSG00000035928,ENSG00000148153,ENSG00000095002,ENSG00000113456,ENSG00000187778,ENSG00000169689,ENSG00000149311,ENSG00000117748,ENSG00000143748,ENSG00000076242,ENSG00000104343,ENSG00000108384,ENSG00000129484,ENSG00000138376,ENSG00000129197,ENSG00000049541,ENSG00000012061,ENSG00000147140,ENSG00000139372,ENSG00000169189,ENSG00000140455,ENSG00000248643,ENSG00000253729,ENSG00000140525,ENSG00000101773","KIN,MORF4L2,CCNH,CHEK1,ATRX,RFC1,INIP,MSH2,RAD1,MCRS1,STRA13,ATM,RPA2,NVL,MLH1,UBE2W,RAD51C,PARP2,BARD1,RPAIN,RFC2,ERCC1,NONO,TDG,NSMCE1,USP3,RBM14-RBM4,PRKDC,FANCI,RBBP8",biological_process,DNA repair,91,30,341,6.70565363531e-06,0.00162276817975,NPC
GO:0008150,"ENSG00000250588,ENSG00000132305,ENSG00000102390,ENSG00000115685,ENSG00000154556,ENSG00000111665,ENSG00000214265,ENSG00000048544,ENSG00000244754,ENSG00000156253,ENSG00000151967,ENSG00000186566,ENSG00000266967,ENSG00000148950,ENSG00000106460,ENSG00000137720,ENSG00000166797,ENSG00000086666,ENSG00000171204,ENSG00000120860,ENSG00000163832,ENSG00000108825,ENSG00000122591,ENSG00000162384,ENSG00000163170,ENSG00000127603","IQCJ-SCHIP1,IMMT,PBDC1,PPP1R7,SORBS2,CDCA3,SNURF,MRPS10,N4BP2L2,RWDD2B,SCHIP1,GPATCH8,AARSD1,IMMP1L,TMEM106B,C11orf1,FAM96A,ZFAND6,TMEM126B,CCDC53,ELP6,PTGES3L-AARSD1,FAM126A,C1orf123,BOLA3,MACF1",biological_process,biological_process,75,26,749,8.22449238392e-06,0.00199032715691,NPC
GO:0008299,"ENSG00000112972,ENSG00000160752,ENSG00000067064,ENSG00000113161,ENSG00000152904","HMGCS1,FDPS,IDI1,HMGCR,GGPS1",biological_process,isoprenoid biosynthetic process,6,5,15,1.30626530518e-05,0.00316116203854,NPC
GO:0006974,"ENSG00000113456,ENSG00000151657,ENSG00000076242,ENSG00000149554,ENSG00000148153,ENSG00000156256,ENSG00000170242,ENSG00000164305,ENSG00000166803,ENSG00000149311,ENSG00000095002,ENSG00000138376,ENSG00000095787,ENSG00000012061","RAD1,KIN,MLH1,CHEK1,INIP,USP16,USP47,CASP3,KIAA0101,ATM,MSH2,BARD1,WAC,ERCC1",biological_process,response to DNA damage stimulus,31,14,184,1.50361859019e-05,0.00363875698827,NPC
GO:0006468,"ENSG00000151422,ENSG00000134480,ENSG00000010219,ENSG00000149554,ENSG00000165304,ENSG00000013441,ENSG00000114956,ENSG00000143776,ENSG00000166333,ENSG00000122779,ENSG00000149311,ENSG00000113712,ENSG00000109339,ENSG00000144895,ENSG00000097046,ENSG00000154845,ENSG00000100749","FER,CCNH,DYRK4,CHEK1,MELK,CLK1,DGUOK,CDC42BPA,ILK,TRIM24,ATM,CSNK1A1,MAPK10,EIF2A,CDC7,PPP4R1,VRK1",biological_process,protein phosphorylation,45,17,648,5.39174280242e-05,0.0130480175819,NPC
GO:0000122,"ENSG00000082898,ENSG00000139372,ENSG00000130816,ENSG00000113649,ENSG00000141027,ENSG00000147862,ENSG00000198625,ENSG00000164751,ENSG00000181090,ENSG00000148516,ENSG00000168214,ENSG00000147649,ENSG00000137815,ENSG00000171634,ENSG00000101773,ENSG00000171720,ENSG00000101040,ENSG00000089289,ENSG00000163848","XPO1,TDG,DNMT1,TCERG1,NCOR1,NFIB,MDM4,PEX2,EHMT1,ZEB1,RBPJ,MTDH,RTF1,BPTF,RBBP8,HDAC3,ZMYND8,IGBP1,ZNF148",biological_process,negative regulation of transcription from RNA polymerase II promoter,53,19,571,5.65084566478e-05,0.0136750465088,NPC
GO:0008283,"ENSG00000168393,ENSG00000163808,ENSG00000132780,ENSG00000138279,ENSG00000166333,ENSG00000117724,ENSG00000088325,ENSG00000217555,ENSG00000198431,ENSG00000198625,ENSG00000142945,ENSG00000148516,ENSG00000013441,ENSG00000151422,ENSG00000186469,ENSG00000213523,ENSG00000138592,ENSG00000175203,ENSG00000012061,ENSG00000165304","DTYMK,KIF15,NASP,ANXA7,ILK,CENPF,TPX2,CKLF,TXNRD1,MDM4,KIF2C,ZEB1,CLK1,FER,GNG2,SRA1,USP8,DCTN2,ERCC1,MELK",biological_process,cell proliferation,58,20,373,7.53078842851e-05,0.018224507997,NPC
GO:0051262,"ENSG00000239900,ENSG00000155463,ENSG00000008311,ENSG00000198431,ENSG00000113161","ADSL,OXA1L,AASS,TXNRD1,HMGCR",biological_process,protein tetramerization,7,5,30,7.94559816676e-05,0.0192283475636,NPC
GO:0043982,"ENSG00000139620,ENSG00000163875,ENSG00000187778,ENSG00000111653","KANSL2,MEAF6,MCRS1,ING4",biological_process,histone H4-K8 acetylation,5,4,16,8.53482133786e-05,0.0206542676376,NPC
GO:0001836,"ENSG00000168958,ENSG00000214253,ENSG00000006625,ENSG00000164305","MFF,FIS1,GGCT,CASP3",biological_process,release of cytochrome c from mitochondria,5,4,25,8.53482133786e-05,0.0206542676376,NPC
GO:0043981,"ENSG00000139620,ENSG00000163875,ENSG00000187778,ENSG00000111653","KANSL2,MEAF6,MCRS1,ING4",biological_process,histone H4-K5 acetylation,5,4,16,8.53482133786e-05,0.0206542676376,NPC
GO:0006917,"ENSG00000184990,ENSG00000160049,ENSG00000147601,ENSG00000149547,ENSG00000132824,ENSG00000160310,ENSG00000029363,ENSG00000164305,ENSG00000138794,ENSG00000116001","SIVA1,DFFA,TERF1,EI24,SERINC3,PRMT2,BCLAF1,CASP3,CASP6,TIA1",biological_process,induction of apoptosis,21,10,224,8.54884775476e-05,0.0206882115665,NPC
GO:0051301,"ENSG00000174442,ENSG00000142945,ENSG00000111665,ENSG00000117697,ENSG00000182149,ENSG00000097046,ENSG00000110200,ENSG00000169689,ENSG00000088325,ENSG00000113712,ENSG00000156256,ENSG00000128989,ENSG00000040275,ENSG00000047849,ENSG00000117724,ENSG00000100749,ENSG00000147601,ENSG00000100014,ENSG00000182628,ENSG00000142856,ENSG00000115561,ENSG00000139350,ENSG00000166295,ENSG00000156831,ENSG00000141552,ENSG00000101773,ENSG00000165480,ENSG00000172531","ZWILCH,KIF2C,CDCA3,NSL1,IST1,CDC7,ANAPC15,STRA13,TPX2,CSNK1A1,USP16,ARPP19,SPDL1,MAP4,CENPF,VRK1,TERF1,SPECC1L,SKA2,ITGB3BP,CHMP3,NEDD1,ANAPC16,NSMCE2,ANAPC11,RBBP8,SKA3,PPP1CA",biological_process,cell division,93,28,330,8.56440223615e-05,0.0207258534115,NPC
GO:0006695,"ENSG00000147383,ENSG00000160752,ENSG00000067064,ENSG00000152904,ENSG00000149809,ENSG00000113161,ENSG00000112972,ENSG00000052802","NSDHL,FDPS,IDI1,GGPS1,TM7SF2,HMGCR,HMGCS1,MSMO1",biological_process,cholesterol biosynthetic process,15,8,37,9.6443745191e-05,0.0233393863362,NPC
GO:0008284,"ENSG00000164649,ENSG00000102265,ENSG00000166333,ENSG00000151422,ENSG00000198625,ENSG00000116455,ENSG00000114209,ENSG00000187109,ENSG00000113161,ENSG00000257365,ENSG00000095059,ENSG00000097046,ENSG00000124783","CDCA7L,TIMP1,ILK,FER,MDM4,WDR77,PDCD10,NAP1L1,HMGCR,FNTB,DHPS,CDC7,SSR1",biological_process,positive regulation of cell proliferation,32,13,455,0.000116376672144,0.0281631546589,NPC
GO:0019886,"ENSG00000163808,ENSG00000138674,ENSG00000175203,ENSG00000142945,ENSG00000141367,ENSG00000127022,ENSG00000204843,ENSG00000137807,ENSG00000042753,ENSG00000077380","KIF15,SEC31A,DCTN2,KIF2C,CLTC,CANX,DCTN1,KIF23,AP2S1,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,22,10,159,0.000147400720517,0.035670974365,NPC
GO:0043687,"ENSG00000120697,ENSG00000138674,ENSG00000180398,ENSG00000151665,ENSG00000167397,ENSG00000185808,ENSG00000127022,ENSG00000095059,ENSG00000159063","ALG5,SEC31A,MCFD2,PIGF,VKORC1,PIGP,CANX,DHPS,ALG8",biological_process,post-translational protein modification,19,9,192,0.000172650969734,0.0417815346756,NPC
GO:0006396,"ENSG00000003756,ENSG00000079134,ENSG00000173933,ENSG00000144048,ENSG00000135316,ENSG00000248643,ENSG00000163660,ENSG00000165119,ENSG00000108651,ENSG00000138668,ENSG00000169045,ENSG00000064607,ENSG00000072756","RBM5,THOC1,RBM4,DUSP11,SYNCRIP,RBM14-RBM4,CCNL1,HNRNPK,UTP6,HNRNPD,HNRNPH1,SUGP2,TRNT1",biological_process,RNA processing,33,13,97,0.000173889431527,0.0420812424295,NPC
GO:0007018,"ENSG00000163808,ENSG00000139116,ENSG00000142945,ENSG00000131966,ENSG00000137807,ENSG00000126777,ENSG00000077380","KIF15,KIF21A,KIF2C,ACTR10,KIF23,KTN1,DYNC1I2",biological_process,microtubule-based movement,13,7,109,0.000189972284589,0.0459732928705,NPC
GO:0045944,"ENSG00000089289,ENSG00000136108,ENSG00000096872,ENSG00000123562,ENSG00000168214,ENSG00000134480,ENSG00000253729,ENSG00000147862,ENSG00000213523,ENSG00000248643,ENSG00000112237,ENSG00000148516,ENSG00000115966,ENSG00000165119,ENSG00000137815,ENSG00000064490,ENSG00000063978,ENSG00000078403,ENSG00000100644,ENSG00000163848,ENSG00000135541","IGBP1,CKAP2,IFT74,MORF4L2,RBPJ,CCNH,PRKDC,NFIB,SRA1,RBM14-RBM4,CCNC,ZEB1,ATF2,HNRNPK,RTF1,RFXANK,RNF4,MLLT10,HIF1A,ZNF148,AHI1",biological_process,positive regulation of transcription from RNA polymerase II promoter,66,21,771,0.000208631217082,0.0504887545338,NPC
GO:0006397,"ENSG00000151657,ENSG00000162664,ENSG00000079134,ENSG00000173933,ENSG00000092208,ENSG00000100461,ENSG00000198860,ENSG00000182004,ENSG00000122566,ENSG00000133226,ENSG00000132485,ENSG00000175324,ENSG00000125944,ENSG00000064607,ENSG00000117569,ENSG00000213516,ENSG00000147140,ENSG00000132792,ENSG00000179950,ENSG00000248643,ENSG00000160201,ENSG00000153914,ENSG00000134748","KIN,ZNF326,THOC1,RBM4,GEMIN2,RBM23,TSEN15,SNRPE,HNRNPA2B1,SRRM1,ZRANB2,LSM1,HNRNPR,SUGP2,PTBP2,RBMXL1,NONO,CTNNBL1,PUF60,RBM14-RBM4,U2AF1,SREK1,PRPF38A",biological_process,mRNA processing,75,23,240,0.000221988124463,0.05372112612,NPC
